,Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
7846,Case 1681,Resolve ticket,Value 9,2013/03/22 11:11:53.000,Variant 2,2,Variant 2,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7847,Case 1681,Closed,Value 3,2013/04/06 10:12:05.000,Variant 2,2,Variant 2,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7848,Case 1682,Assign seriousness,Value 1,2012/09/05 08:59:29.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7849,Case 1682,Take in charge ticket,Value 1,2012/09/05 10:06:37.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7850,Case 1682,Resolve ticket,Value 1,2012/09/21 07:52:00.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7851,Case 1682,Closed,Value 3,2012/10/06 07:52:23.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7852,Case 1683,Assign seriousness,Value 4,2012/05/02 16:03:14.000,Variant 1,1,Variant 1,Value 1,Value 138,Value 14,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
7853,Case 1683,Take in charge ticket,Value 4,2012/05/02 16:03:29.000,Variant 1,1,Variant 1,Value 1,Value 138,Value 14,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
7854,Case 1683,Resolve ticket,Value 4,2012/05/03 09:54:03.000,Variant 1,1,Variant 1,Value 1,Value 138,Value 14,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
7855,Case 1683,Closed,Value 5,2012/06/03 16:00:58.000,Variant 1,1,Variant 1,Value 1,Value 138,Value 14,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
7856,Case 1684,Assign seriousness,Value 9,2010/07/27 13:54:13.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
7857,Case 1684,Assign seriousness,Value 2,2010/07/27 14:42:11.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7858,Case 1684,Take in charge ticket,Value 9,2010/07/29 13:37:22.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7859,Case 1684,Wait,Value 9,2010/07/29 13:37:30.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7860,Case 1684,Take in charge ticket,Value 9,2010/07/29 13:39:16.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7861,Case 1684,Wait,Value 9,2010/07/29 13:50:31.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7862,Case 1684,Take in charge ticket,Value 9,2010/07/29 14:42:31.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7863,Case 1684,Resolve ticket,Value 9,2010/07/29 14:42:54.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7864,Case 1684,Closed,Value 5,2010/08/27 14:00:24.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7865,Case 1685,Assign seriousness,Value 9,2011/07/20 10:45:57.000,Variant 14,14,Variant 14,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7866,Case 1685,Take in charge ticket,Value 9,2011/07/20 13:07:54.000,Variant 14,14,Variant 14,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7867,Case 1685,Wait,Value 9,2011/07/20 13:08:22.000,Variant 14,14,Variant 14,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7868,Case 1685,Wait,Value 9,2011/08/26 14:21:54.000,Variant 14,14,Variant 14,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7869,Case 1685,Resolve ticket,Value 13,2011/08/29 07:27:52.000,Variant 14,14,Variant 14,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7870,Case 1685,Closed,Value 5,2011/09/13 07:28:09.000,Variant 14,14,Variant 14,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7871,Case 1686,Assign seriousness,Value 1,2011/12/14 08:03:25.000,Variant 8,8,Variant 8,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7872,Case 1686,Resolve ticket,Value 4,2011/12/14 09:12:03.000,Variant 8,8,Variant 8,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7873,Case 1686,Resolve ticket,Value 4,2011/12/14 09:12:04.000,Variant 8,8,Variant 8,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7874,Case 1686,Closed,Value 5,2012/01/14 08:10:49.000,Variant 8,8,Variant 8,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7875,Case 1687,Assign seriousness,Value 1,2012/02/24 08:59:14.000,Variant 1,1,Variant 1,Value 1,Value 104,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7876,Case 1687,Take in charge ticket,Value 1,2012/02/24 08:59:23.000,Variant 1,1,Variant 1,Value 1,Value 104,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7877,Case 1687,Resolve ticket,Value 1,2012/02/24 14:57:50.000,Variant 1,1,Variant 1,Value 1,Value 104,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7878,Case 1687,Closed,Value 5,2012/04/04 08:00:28.000,Variant 1,1,Variant 1,Value 1,Value 104,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7879,Case 1688,Assign seriousness,Value 8,2011/02/16 08:28:16.000,Variant 22,22,Variant 22,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7880,Case 1688,Take in charge ticket,Value 8,2011/02/16 08:29:09.000,Variant 22,22,Variant 22,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7881,Case 1688,Wait,Value 9,2011/02/17 11:40:11.000,Variant 22,22,Variant 22,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7882,Case 1688,Take in charge ticket,Value 9,2011/02/18 08:06:56.000,Variant 22,22,Variant 22,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7883,Case 1688,Wait,Value 9,2011/02/21 13:57:56.000,Variant 22,22,Variant 22,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7884,Case 1688,Take in charge ticket,Value 9,2011/03/18 08:11:30.000,Variant 22,22,Variant 22,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7885,Case 1688,Resolve ticket,Value 9,2011/03/18 08:12:29.000,Variant 22,22,Variant 22,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7886,Case 1688,Closed,Value 5,2011/04/15 07:17:19.000,Variant 22,22,Variant 22,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7887,Case 1689,Assign seriousness,Value 1,2012/04/18 07:07:58.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7888,Case 1689,Take in charge ticket,Value 1,2012/04/19 07:27:42.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7889,Case 1689,Wait,Value 1,2012/04/19 14:03:04.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7890,Case 1689,Resolve ticket,Value 1,2012/05/11 12:54:11.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7891,Case 1689,Closed,Value 5,2012/06/09 15:00:34.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7892,Case 1690,Assign seriousness,Value 1,2012/07/03 14:46:05.000,Variant 2,2,Variant 2,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7893,Case 1690,Take in charge ticket,Value 1,2012/07/03 14:46:30.000,Variant 2,2,Variant 2,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7894,Case 1690,Wait,Value 4,2012/07/03 16:04:23.000,Variant 2,2,Variant 2,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7895,Case 1690,Resolve ticket,Value 4,2012/07/04 07:12:08.000,Variant 2,2,Variant 2,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7896,Case 1690,Closed,Value 5,2012/08/10 15:10:29.000,Variant 2,2,Variant 2,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7897,Case 1691,Insert ticket,Value 14,2013/06/21 13:34:29.000,Variant 51,51,Variant 51,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7898,Case 1691,Assign seriousness,Value 14,2013/06/21 13:39:36.000,Variant 51,51,Variant 51,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7899,Case 1691,Take in charge ticket,Value 9,2013/06/28 07:20:16.000,Variant 51,51,Variant 51,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7900,Case 1691,Wait,Value 9,2013/07/01 07:02:22.000,Variant 51,51,Variant 51,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7901,Case 1691,Resolve ticket,Value 9,2013/07/26 08:16:20.000,Variant 51,51,Variant 51,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7902,Case 1691,Closed,Value 3,2013/08/10 08:16:30.000,Variant 51,51,Variant 51,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7903,Case 1692,Assign seriousness,Value 8,2011/04/21 13:11:22.000,Variant 3,3,Variant 3,Value 1,Value 310,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7904,Case 1692,Take in charge ticket,Value 8,2011/04/21 13:11:48.000,Variant 3,3,Variant 3,Value 1,Value 310,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7905,Case 1692,Wait,Value 13,2011/04/22 08:36:35.000,Variant 3,3,Variant 3,Value 1,Value 310,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7906,Case 1692,Take in charge ticket,Value 13,2011/04/26 09:36:51.000,Variant 3,3,Variant 3,Value 1,Value 310,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7907,Case 1692,Resolve ticket,Value 13,2011/04/26 09:36:59.000,Variant 3,3,Variant 3,Value 1,Value 310,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7908,Case 1692,Closed,Value 5,2011/05/28 14:20:38.000,Variant 3,3,Variant 3,Value 1,Value 310,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7909,Case 1693,Assign seriousness,Value 8,2011/05/31 07:18:45.000,Variant 29,29,Variant 29,Value 1,Value 58,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7910,Case 1693,Take in charge ticket,Value 8,2011/05/31 07:19:09.000,Variant 29,29,Variant 29,Value 1,Value 58,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7911,Case 1693,Take in charge ticket,Value 2,2011/05/31 15:36:57.000,Variant 29,29,Variant 29,Value 1,Value 58,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7912,Case 1693,Wait,Value 9,2011/05/31 15:44:31.000,Variant 29,29,Variant 29,Value 1,Value 58,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7913,Case 1693,Take in charge ticket,Value 9,2011/06/30 09:03:43.000,Variant 29,29,Variant 29,Value 1,Value 58,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7914,Case 1693,Resolve ticket,Value 9,2011/06/30 09:04:37.000,Variant 29,29,Variant 29,Value 1,Value 58,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7915,Case 1693,Closed,Value 5,2011/07/19 09:40:19.000,Variant 29,29,Variant 29,Value 1,Value 58,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
7916,Case 1694,Assign seriousness,Value 9,2010/09/09 12:18:13.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 1
7917,Case 1694,Take in charge ticket,Value 17,2010/09/09 13:45:43.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 1
7918,Case 1694,Resolve ticket,Value 17,2010/09/14 14:31:18.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 1
7919,Case 1694,Closed,Value 5,2010/10/31 13:20:38.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 1
7924,Case 1696,Assign seriousness,Value 4,2012/07/02 15:40:23.000,Variant 1,1,Variant 1,Value 1,Value 52,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7925,Case 1696,Take in charge ticket,Value 4,2012/07/02 15:44:29.000,Variant 1,1,Variant 1,Value 1,Value 52,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7926,Case 1696,Resolve ticket,Value 4,2012/07/03 10:50:15.000,Variant 1,1,Variant 1,Value 1,Value 52,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7927,Case 1696,Closed,Value 5,2012/08/02 15:50:50.000,Variant 1,1,Variant 1,Value 1,Value 52,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7928,Case 1697,Assign seriousness,Value 14,2013/09/27 07:14:45.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 19,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7929,Case 1697,Take in charge ticket,Value 9,2013/09/27 07:16:50.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 19,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7930,Case 1697,Wait,Value 9,2013/09/27 07:43:34.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 19,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7931,Case 1697,Resolve ticket,Value 9,2013/10/15 10:05:11.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 19,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7932,Case 1697,Closed,Value 3,2013/10/30 11:05:32.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 19,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7933,Case 1698,Assign seriousness,Value 1,2012/06/12 08:56:32.000,Variant 1,1,Variant 1,Value 1,Value 177,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7934,Case 1698,Take in charge ticket,Value 1,2012/06/12 08:56:39.000,Variant 1,1,Variant 1,Value 1,Value 177,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7935,Case 1698,Resolve ticket,Value 1,2012/06/12 09:01:36.000,Variant 1,1,Variant 1,Value 1,Value 177,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7936,Case 1698,Closed,Value 5,2012/07/19 09:00:38.000,Variant 1,1,Variant 1,Value 1,Value 177,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7937,Case 1699,Assign seriousness,Value 1,2011/11/30 11:50:45.000,Variant 1,1,Variant 1,Value 1,Value 91,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7938,Case 1699,Take in charge ticket,Value 13,2011/12/02 16:32:42.000,Variant 1,1,Variant 1,Value 1,Value 91,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7939,Case 1699,Resolve ticket,Value 13,2011/12/14 09:09:15.000,Variant 1,1,Variant 1,Value 1,Value 91,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7940,Case 1699,Closed,Value 5,2011/12/31 12:00:18.000,Variant 1,1,Variant 1,Value 1,Value 91,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7941,Case 1700,Assign seriousness,Value 13,2011/08/31 07:49:37.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
7942,Case 1700,Take in charge ticket,Value 6,2011/08/31 07:53:55.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
7943,Case 1700,Resolve ticket,Value 6,2011/08/31 10:12:18.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
7944,Case 1700,Closed,Value 5,2011/10/14 07:51:01.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
7945,Case 1701,Assign seriousness,Value 2,2010/02/19 11:15:15.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
7946,Case 1701,Assign seriousness,Value 16,2010/03/05 10:10:46.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
7947,Case 1701,Take in charge ticket,Value 16,2010/03/05 11:05:36.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
7948,Case 1701,Resolve ticket,Value 16,2010/03/05 17:05:32.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
7949,Case 1701,Closed,Value 5,2010/03/23 12:29:15.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
7950,Case 1702,Assign seriousness,Value 1,2011/11/16 08:32:47.000,Variant 2,2,Variant 2,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7951,Case 1702,Take in charge ticket,Value 9,2011/11/16 16:08:59.000,Variant 2,2,Variant 2,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7952,Case 1702,Wait,Value 9,2011/11/21 09:07:29.000,Variant 2,2,Variant 2,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7953,Case 1702,Resolve ticket,Value 9,2011/12/02 13:30:57.000,Variant 2,2,Variant 2,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7954,Case 1702,Closed,Value 5,2011/12/22 13:10:18.000,Variant 2,2,Variant 2,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7955,Case 1703,Assign seriousness,Value 2,2010/01/26 14:14:39.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
7956,Case 1703,Take in charge ticket,Value 2,2010/02/09 16:14:20.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
7957,Case 1703,Resolve ticket,Value 2,2010/02/09 16:14:25.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
7958,Case 1703,Closed,Value 5,2010/03/11 16:14:54.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
7959,Case 1704,Assign seriousness,Value 13,2013/01/22 15:01:59.000,Variant 1,1,Variant 1,Value 1,Value 124,Value 10,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7960,Case 1704,Take in charge ticket,Value 2,2013/02/21 11:49:39.000,Variant 1,1,Variant 1,Value 1,Value 124,Value 10,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7961,Case 1704,Resolve ticket,Value 2,2013/02/21 13:23:05.000,Variant 1,1,Variant 1,Value 1,Value 124,Value 10,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7962,Case 1704,Closed,Value 3,2013/03/08 13:23:22.000,Variant 1,1,Variant 1,Value 1,Value 124,Value 10,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7963,Case 1705,Assign seriousness,Value 14,2010/11/10 08:24:06.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7964,Case 1705,Take in charge ticket,Value 2,2010/11/10 08:36:09.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7965,Case 1705,Resolve ticket,Value 2,2010/11/10 08:37:45.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7966,Case 1705,Closed,Value 5,2010/12/17 08:31:53.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7967,Case 1706,Assign seriousness,Value 9,2010/11/12 14:59:26.000,Variant 4,4,Variant 4,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7968,Case 1706,Assign seriousness,Value 9,2010/11/12 15:58:47.000,Variant 4,4,Variant 4,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7969,Case 1706,Take in charge ticket,Value 14,2010/11/17 11:25:05.000,Variant 4,4,Variant 4,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7970,Case 1706,Resolve ticket,Value 14,2010/11/17 11:25:14.000,Variant 4,4,Variant 4,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7971,Case 1706,Closed,Value 5,2010/12/15 15:00:25.000,Variant 4,4,Variant 4,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7972,Case 1707,Assign seriousness,Value 8,2011/02/09 16:51:30.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 1,Value 3,Value 2,Value 1,Value 2
7973,Case 1707,Assign seriousness,Value 8,2011/02/11 08:48:12.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 1,Value 3,Value 2,Value 1,Value 2
7974,Case 1707,Take in charge ticket,Value 8,2011/02/11 08:49:43.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 1,Value 3,Value 2,Value 1,Value 2
7975,Case 1707,Resolve ticket,Value 11,2011/02/11 09:08:55.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 1,Value 3,Value 2,Value 1,Value 2
7976,Case 1707,Closed,Value 5,2011/04/03 16:01:05.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 1,Value 3,Value 2,Value 1,Value 2
7977,Case 1708,Assign seriousness,Value 1,2012/07/04 07:01:43.000,Variant 1,1,Variant 1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7978,Case 1708,Take in charge ticket,Value 4,2012/07/04 08:19:05.000,Variant 1,1,Variant 1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7979,Case 1708,Resolve ticket,Value 4,2012/07/04 09:42:58.000,Variant 1,1,Variant 1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7980,Case 1708,Closed,Value 5,2012/08/11 07:10:31.000,Variant 1,1,Variant 1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
7981,Case 1709,Assign seriousness,Value 1,2013/06/24 15:37:08.000,Variant 2,2,Variant 2,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7982,Case 1709,Take in charge ticket,Value 9,2013/07/02 10:20:15.000,Variant 2,2,Variant 2,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7983,Case 1709,Wait,Value 9,2013/07/03 07:44:13.000,Variant 2,2,Variant 2,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7984,Case 1709,Resolve ticket,Value 9,2013/07/26 08:17:59.000,Variant 2,2,Variant 2,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7985,Case 1709,Closed,Value 3,2013/08/10 08:18:09.000,Variant 2,2,Variant 2,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
7986,Case 1710,Assign seriousness,Value 4,2011/11/28 09:10:22.000,Variant 1,1,Variant 1,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7987,Case 1710,Take in charge ticket,Value 4,2011/11/28 09:11:14.000,Variant 1,1,Variant 1,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7988,Case 1710,Resolve ticket,Value 4,2011/11/28 09:39:36.000,Variant 1,1,Variant 1,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7989,Case 1710,Closed,Value 5,2012/01/19 09:20:33.000,Variant 1,1,Variant 1,Value 1,Value 41,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
7990,Case 1711,Assign seriousness,Value 1,2013/10/08 15:53:14.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7991,Case 1711,Take in charge ticket,Value 9,2013/10/09 08:34:35.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7992,Case 1711,Wait,Value 9,2013/10/10 15:05:44.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7993,Case 1711,Resolve ticket,Value 9,2013/10/24 07:50:14.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7994,Case 1711,Closed,Value 3,2013/11/08 08:50:29.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
7995,Case 1712,Assign seriousness,Value 1,2011/09/22 10:18:31.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
